14721940267745,2711248
14721969807945,2464876
14721994082178,2292748
14722018274884,2467196
14722042185626,2312054
14722064228921,2533419
14722086724421,2325882
14722108724047,2452588
14722132647251,2571828
14722156978799,2433686
14722178532962,2433324
14722201076303,2297065
14722224607931,2359615
14722249096668,2283412
14722273691592,2411646
14722294806295,2487319
14722316933457,2499436
14722337977993,2243942
14722360756835,2460075
14722382727707,2657381
14722404255415,2266596
14722426571110,2386177
14722448192357,2481713
14722475108026,2591873
14722499612969,2388132
14722522348380,2521851
14722544294261,2365718
14722568206181,2585120
14722590354053,2249000
14722612746198,2255759
14722637131947,2296399
14722659133089,2360108
14722682773436,2371002
14722704324343,2223136
14722726634100,2523033
14722748551855,2364507
14722770256881,2270152
14722794471261,2338109
14722818296773,2394886
14722841263651,2558524
14722862330093,2498654
14722885080321,2477854
14722907633301,2729888
14722932728440,2617144
14722957277569,2441582
14722978078888,2340064
14723001419076,2319032
14723024194935,2451580
14723051621515,2704789
14723078502384,2708305
14723102861303,2335994
14723124417452,2534408
14723148606877,2270487
14723174246459,2397063
14723199954413,2417295
14723224024426,2244515
14723250217109,2273323
14723272585221,2245442
14723296289881,2406353
14723319585755,2229750
14723343156630,2483921
14723364319267,2330221
14723386580403,2400590
14723410115529,2557083
14723434904286,2532491
14723460100246,2385775
14723487448502,2358252
14723508969691,2577605
14723536254799,2606911
14723558520665,2506699
14723583038209,2784337
14723607758229,2646296
14723632954303,2683030
14723657134179,2491291
14723681212645,2666132
14723705820767,2493578
14723729210253,2783303
14723753916072,2500320
14723779032668,2535353
14723806315647,2580384
14723831234896,2683140
14723853611905,2601419
14723875806634,2551803
14723898387118,2618075
14723954256304,2663990
14723978414254,2656136
14724000795823,2615600
14724022054627,2412203
14724044586651,2656633
14724067072938,2605893
14724090679728,2378971
14724115570148,2329543
14724138883698,2281670
14724161212845,2259377
14724182581040,2369794
14724203954522,2300551
14724225910446,2417628
14724249029509,2483684
14724270160703,2472183
14724292207657,2390105
14724314484664,2222844
14724336134357,2426000
14724357915632,2341465
14724382414228,2533194
14724404662548,2531845
14724426009766,2228064
14724448244777,2458180
14724471704982,2290876
14724494547597,2256138
14724515950444,2280605
14724538151469,2526521
14724560592649,2245284
14724582367925,2383986
14724604332118,2213620
14724626515037,2454001
14724650326014,2221818
14724674802501,2435504
14724698406192,2266505
14724722766454,2338414
14724747084600,2508468
14724768183950,2463240
14724790472011,2258651
14724812647743,2426327
14724836804963,2559166
14724858336972,2459815
14724882386898,2491941
14724904748124,2587066
14724926175470,2574153
14724948198416,2411886
14724973667552,2301784
14724997976479,2233653
14725020116153,2366297
14725042146595,2342179
14725066377202,2317064
14725088040748,2289870
14725110286014,2655337
14725132203866,2292365
14725159569639,2221854
14725182236354,2481315
14725204062198,2354977
14725228105101,2321217
14725250334626,2243345
14725272340226,2505369
14725293896878,2393129
14725314777737,2447510
14725338077571,2509931
14725360485280,2549021
14725382199969,2399801
14725406794919,2330655
14725428320000,2568097
14725450604514,2514818
14725472439995,2267135
14725494182117,2297042
14725518433300,2576495
14725540086713,2322681
14725562140541,2382549
14725587363265,2400474
14725608495991,2623924
14725632776252,2405920
14725654323369,2279167
14725676287386,2435812
14725698161304,2392540
14725720253982,2272163
14725742305452,2308717
14725766420912,2499569
14725787929514,2360533
14725812228511,2386206
14725836919952,2314687
14725858512400,2306632
14725882243568,2370055
14725904262920,2429539
14725954845127,2427264
14725980278721,2456948
14726004828866,2416154
14726026094317,2276308
14726051190965,2460023
14726074279580,2527502
14726098118105,2415531
14726120391204,2320011
14726146414400,2485908
14726168543120,2462829
14726192110833,2381379
14726215409085,2257253
14726238321932,2313229
14726260391051,2509827
14726284563719,2385110
14726306350657,2340197
14726327837034,2226893
14726350925871,2373896
14726374939163,2443686
14726398545592,2433889
14726419882216,2281205
14726442231826,2447249
14726466275491,2436311
14726490918305,2398557
14726512534753,2661937
14726534083276,2492066
14726556039216,2424879
14726578542543,2490717
14726600244766,2213169
14726623941883,2341081
14726650784653,2412147
14726675839343,2204409
14726698124587,2229537
14726720033022,2213257
14726742749593,2373288
14726765984888,2489312
14726787916600,2344454
14726810416938,2300348
14726834415661,2275871
14726856044773,2303676
14726878157640,2290034
14726902538578,2378117
14726924165539,2458383
14726946102205,2396614
14726967719857,2212264
14726993823749,2235154
14727018296452,2447404
14727041358637,2265172
14727064312316,2376239
14727090173448,2333418
14727113889315,2373592
14727136208900,2289438
14727158071567,2348913
14727183486232,2324541
14727206162660,2507491
14727227869496,2416043
14727250260721,2292882
14727271912659,2283232
14727293813677,2270484
14727316047865,2345409
14727339373184,2552568
14727362209885,2384697
14727385209539,2510646
14727407475529,2362163
14727432680383,2538946
14727454205076,2435362
14727478430387,2519744
14727500393855,2289963
14727524482251,2428668
14727546187977,2508627
14727567922153,2215960
14727592313083,2345817
14727617273033,2310217
14727638258415,2299547
14727660152118,2305455
14727684117033,2475507
