294123294,100651955
294604682,11739503
296002495,249037009
299116784,66288199
322562690,3131518
325747282,3627464
330603829,8564379
350080872,2915565
355036358,6198258
368186204,2791146
375764218,2667966
381253756,2618408
400983077,6542864
406027822,5371217
412499464,6496131
422480899,3078583
431382308,2884233
435688778,2646941
448098364,2863272
455820468,2630990
460086502,2620129
472310276,2897498
480867966,3060455
484511621,2556261
497315947,3304513
500732353,2699535
505131748,2709865
514283644,6711913
526432509,2787368
529564889,2589262
534077768,2936710
546074123,2740493
549547693,2573477
554051652,2608228
562696930,2679837
576316079,2846947
579302261,5835030
582139499,3790757
595669194,2860435
600457818,2653912
604250034,2670591
607866030,2610557
620327796,2787576
624531352,2582441
634199599,2743487
637492387,5859881
643792006,2678546
649388835,4179358
655772244,2640000
665079025,3614502
668391069,2744639
676265000,2695912
679975469,2628321
687717890,2712588
692963820,2578686
697868843,2554546
701695495,2586682
706468052,2900453
713724760,2620248
721669087,2729446
727037193,2794888
732211089,2982934
736601064,3060305
741414561,2552974
745777998,2577781
753729697,2633725
757482681,2559570
765582246,2623713
769931202,2657902
773631681,2597419
779954458,2908202
783793185,2601092
793505761,3537818
797084482,2677967
801231900,6613505
805802188,2621127
810913386,3531648
818553250,2661822
821664225,2575116
826503004,3145366
830998542,2583694
836481858,2626942
841948259,2861893
846607023,2639346
851432812,2565589
855644596,2605388
860164925,2606415
863987848,2613496
868351622,2714782
875552028,2572649
879810815,2575144
883874058,2556369
888456835,2545795
893565632,2620288
902771017,2902919
906580083,2757011
909376138,5353325
914785032,3617160
920535168,5211431
926543046,2700447
932847741,2762552
936500329,3778861
940520946,4023719
948482473,5178187
951353243,2605638
957994316,2626197
962585656,2591921
965949454,2549207
972428881,5415555
977807612,2627194
981622230,2540076
985688610,2643116
990693727,3256597
997425294,2540004
1001705415,2605157
1006266399,2899893
1009644234,2549195
1014269730,2794916
1021646904,2623020
1026155739,2864176
1030265351,2686849
1034061466,2756828
1038220581,2611618
1045745714,2541410
1050533429,2964629
1054344025,3280142
1058390520,3075587
1061823186,2749464
1069641224,2578157
1073817021,2536583
1080440868,4863595
1084161750,3427053
1088435252,3405376
1093036817,2588868
1097585632,2518300
1104825925,2658869
1109573326,2521166
1113828709,2566735
1118744370,2579751
1123514800,2550997
1127507684,2578191
1135537598,2587494
1140099900,2567758
1143792006,2547957
1148628402,2575778
1153543985,2527657
1161982879,2647180
1165669390,2519456
1169177631,2532359
1173611246,2565996
1177935593,2572573
1185593589,2612195
1189922552,2581852
1194464635,2580872
1198166487,2545961
1202355408,2542820
1211843547,2618752
1216794660,2595592
1221350203,2683038
1225762574,2783248
1229533256,2623026
1235680328,2583280
1240693670,3483311
1247644253,2597004
1251975944,2618987
1259596343,5608239
1263707490,4188238
1268348535,4386779
1274021279,2650067
1278800379,2584202
1283683024,2687131
1288512683,3190941
1292324203,3123936
1297818491,2555901
1304473693,5341578
1310937577,2635951
1316021142,2544398
1319741160,2585374
1327750439,5736213
1331532693,3922249
1335584901,3778780
1339947785,4758316
1343041302,3702539
1354361638,5419628
1357347501,3192307
1360407911,6367166
1363870492,2588775
1373529644,7495014
1376889092,5725358
1380045381,3216137
1382865595,3608206
1390485111,2630437
1394761404,2544230
1406049682,2781498
1408767935,5261865
1411667386,8221343
1414430945,3335519
1417814130,2511471
1427917351,2700003
1431649718,2592735
1436059973,2494242
1440235655,2674279
1443003314,5292747
1451825307,2614812
1456193314,2612580
1459992728,2531225
1463933701,2555362
1468403903,2554950
1475553481,2533538
1480052515,2579533
1484747088,2552586
1489535876,2510988
1493771566,2607878
